countryName,totalEntries,totalExits,totalFlow
Austria,30609929691.0,134188740650.0,-138089009921.0
Belarus,0.0,0.0,4986239420.0
Belgium,44147235150.6,32428072413.0,11720363036.6
Bulgaria,16310648003.945,8023294163.0,8287353840.945
Croatia,1603465170.0,1602897228.0,567942.0
Czechia,90039539066.0,34985215662.0,-18013493904.0
Denmark,0.0,295847076.0,-295847076.0
Estonia,2302142454.982,1943136337.3435001,359006117.6385
Finland,2901611083.0,0.0,0.0
France,41688537905.0,30344704612.0,-8545048189.0
Germany,141878394479.224,188589864967.52,-5875239752.82
Greece,3412132765.0,2834633430.0,288749660.0
Hungary,15601328618.619999,15902137590.3,-4312764583.38
Ireland,0.0,0.0,-3663399323.0
Italy,40960832706.0,20439696450.0,15988347258.0
Latvia,2107817440.9819999,1988022470.3435001,119794970.63849998
Libya,0.0,0.0,4298216701.0
Lithuania,5031125553.0,44886133.0,-2726257239.0
Luxemburg,992547613.0,992536009.0,11604.0
Moldavia,9293794001.6,11286413206.51,8430946345.790001
Morocco,5087384943.0,0.0,0.0
Netherlands,32359635669.300003,49635957495.8,-32381450307.876003
North Macedonia,0.0,285890720.0,-285890720.0
Norway,32331242787.8,0.0,92777417553.8
Poland,24758370266.0,24758025064.52,-2165.5200004577637
Portugal,248965722.0,246347524.0,2618198.0
Romania,24543096761.835,13753233013.768,11610785019.147
Russia,1104257162.747,3482215911.4700003,70935264757.80081
San Marino,0.0,73298654.0,0.0
Serbia,0.0,3164186000.0,0.0
Slovakia,43767692618.0,145628870670.0,-67211805113.0
Slovenia,1785676777.0,1785575679.0,101098.0
Spain,6129703933.0,6028566975.0,5188521901.0
Switzerland,16222887276.0,84458307133.0,-20257839220.0
Turkey,288749675.0,2276868508.0,-1699369158.0
Ukraine,129125530911.3938,16063919549.498,34979538967.292
United Kingdom,45019824821.0,7506312010.9,0.0
